fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-04-17,AA,AA_CODESHARE,AA,5561,OH,N537EA,5561,10599,BHM,"Birmingham, AL",14100,PHL,"Philadelphia, PA",1107,1133,26,70,1243,1531,3,1423,1534,71,0,,0,N,136,181,108,1,772,0,0,71,0,0,,,,
2018-07-16,DL,DL_CODESHARE,DL,5551,EV,N758EV,5551,10397,ATL,"Atlanta, GA",13367,MLI,"Moline, IL",1550,1543,-7,12,1555,1621,4,1650,1625,-25,0,,0,N,120,102,86,1,633,,,,,,,,,
2019-07-10,AA,AA,AA,513,AA,N961UW,513,13487,MSP,"Minneapolis, MN",14100,PHL,"Philadelphia, PA",1103,1100,-3,12,1112,1421,9,1443,1430,-13,0,,0,N,160,150,129,1,980,,,,,,,,,
2019-04-17,DL,DL,DL,2598,DL,N830DN,2598,10397,ATL,"Atlanta, GA",14122,PIT,"Pittsburgh, PA",1953,1948,-5,10,1958,2107,7,2136,2114,-22,0,,0,N,103,86,69,1,526,,,,,,,,,
2018-08-21,B6,B6,B6,16,B6,N945JB,16,14771,SFO,"San Francisco, CA",12478,JFK,"New York, NY",645,639,-6,48,727,1514,8,1520,1522,2,0,,0,N,335,343,287,1,2586,,,,,,,,,
2018-11-16,AS,AS_CODESHARE,AS,2009,QX,N442QX,2009,14057,PDX,"Portland, OR",14489,RDM,"Bend/Redmond, OR",2125,2303,98,13,2316,2341,3,2204,2344,100,0,,0,N,39,41,25,1,116,0,0,2,0,98,,,,
2018-10-31,DL,DL,DL,2985,DL,N904DN,2985,13487,MSP,"Minneapolis, MN",14679,SAN,"San Diego, CA",850,850,0,11,901,1025,2,1045,1027,-18,0,,0,N,235,217,204,1,1532,,,,,,,,,
2018-06-07,DL,DL_CODESHARE,DL,4172,OO,N899SK,4172,11193,CVG,"Cincinnati, OH",13487,MSP,"Minneapolis, MN",935,951,16,9,1000,1033,7,1035,1040,5,0,,0,N,120,109,93,1,596,,,,,,,,,
2019-11-17,WN,WN,WN,6469,WN,N918WN,6469,15016,STL,"St. Louis, MO",11278,DCA,"Washington, DC",1930,1928,-2,8,1936,2213,6,2225,2219,-6,0,,0,N,115,111,97,1,719,,,,,,,,,
2018-12-27,AS,AS,AS,1490,AS,N365VA,1490,12892,LAX,"Los Angeles, CA",12889,LAS,"Las Vegas, NV",2010,2006,-4,17,2023,2107,10,2126,2117,-9,0,,0,N,76,71,44,1,236,,,,,,,,,
2018-04-03,AS,AS_CODESHARE,AS,2782,QX,N627QX,2782,14771,SFO,"San Francisco, CA",13198,MCI,"Kansas City, MO",839,835,-4,22,857,1355,7,1420,1402,-18,0,,0,N,221,207,178,1,1499,,,,,,,,,
2018-03-15,AS,AS_CODESHARE,AS,3365,OO,N182SY,3365,12892,LAX,"Los Angeles, CA",14831,SJC,"San Jose, CA",1631,1632,1,26,1658,1755,3,1800,1758,-2,0,,0,N,89,86,57,1,308,,,,,,,,,
2018-03-14,WN,WN,WN,5908,WN,N423WN,5908,12892,LAX,"Los Angeles, CA",13796,OAK,"Oakland, CA",2000,2034,34,8,2042,2137,3,2115,2140,25,0,,0,N,75,66,55,1,337,0,0,0,0,25,,,,
2019-06-27,WN,WN,WN,1853,WN,N484WN,1853,13796,OAK,"Oakland, CA",11884,GEG,"Spokane, WA",2135,2143,8,10,2153,2317,3,2320,2320,0,0,,0,N,105,97,84,1,723,,,,,,,,,
2018-07-11,AA,AA_CODESHARE,AA,3975,MQ,N825AE,3975,11057,CLT,"Charlotte, NC",11995,GSO,"Greensboro/High Point, NC",2215,2212,-3,25,2237,2257,7,2303,2304,1,0,,0,N,48,52,20,1,83,,,,,,,,,
2019-12-03,AA,AA,AA,2605,AA,N816NN,2605,14492,RDU,"Raleigh/Durham, NC",11298,DFW,"Dallas/Fort Worth, TX",520,524,4,15,539,732,14,738,746,8,0,,0,N,198,202,173,1,1061,,,,,,,,,
2018-11-03,WN,WN,WN,4782,WN,N8548P,4782,14107,PHX,"Phoenix, AZ",12892,LAX,"Los Angeles, CA",645,644,-1,9,653,749,12,810,801,-9,0,,0,N,85,77,56,1,370,,,,,,,,,
2019-11-25,AA,AA,AA,2673,AA,N840AW,2673,10792,BUF,"Buffalo, NY",11057,CLT,"Charlotte, NC",1150,1258,68,11,1309,1428,11,1350,1439,49,0,,0,N,120,101,79,1,546,0,0,0,0,49,,,,
2019-04-07,AS,AS_CODESHARE,AS,2325,QX,N401QX,2325,14057,PDX,"Portland, OR",14489,RDM,"Bend/Redmond, OR",1155,1153,-2,4,1157,1232,2,1240,1234,-6,0,,0,N,45,41,35,1,116,,,,,,,,,
2019-09-28,UA,UA_CODESHARE,UA,5219,OO,N157SY,5219,10561,BFL,"Bakersfield, CA",14771,SFO,"San Francisco, CA",600,554,-6,11,605,653,5,716,658,-18,0,,0,N,76,64,48,1,238,,,,,,,,,
2019-01-19,DL,DL_CODESHARE,DL,5366,9E,N314PQ,5366,12953,LGA,"New York, NY",13198,MCI,"Kansas City, MO",930,929,-1,30,959,1158,7,1213,1205,-8,0,,0,N,223,216,179,1,1107,,,,,,,,,
2018-07-21,DL,DL,DL,2516,DL,N920AT,2516,14869,SLC,"Salt Lake City, UT",13198,MCI,"Kansas City, MO",1720,1710,-10,25,1735,2031,5,2044,2036,-8,0,,0,N,144,146,116,1,920,,,,,,,,,
2018-11-22,UA,UA_CODESHARE,UA,5574,OO,N975SW,5574,14771,SFO,"San Francisco, CA",14262,PSP,"Palm Springs, CA",1610,1602,-8,15,1617,1717,10,1745,1727,-18,0,,0,N,95,85,60,1,421,,,,,,,,,
2019-08-28,UA,UA_CODESHARE,UA,4789,AX,N842HK,4789,13930,ORD,"Chicago, IL",11003,CID,"Cedar Rapids/Iowa City, IA",745,738,-7,19,757,834,4,858,838,-20,0,,0,N,73,60,37,1,196,,,,,,,,,
2018-08-19,DL,DL,DL,1702,DL,N364NW,1702,12953,LGA,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1927,1922,-5,32,1954,2219,4,2243,2223,-20,0,,0,N,196,181,145,1,1076,,,,,,,,,
2018-06-26,DL,DL,DL,1690,DL,N997DL,1690,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",1414,1417,3,16,1433,1630,11,1639,1641,2,0,,0,N,145,144,117,1,859,,,,,,,,,
2019-11-28,DL,DL_CODESHARE,DL,3294,9E,N8918B,3294,11433,DTW,"Detroit, MI",15412,TYS,"Knoxville, TN",1225,1223,-2,15,1238,1345,3,1358,1348,-10,0,,0,N,93,85,67,1,443,,,,,,,,,
2018-08-02,B6,B6,B6,1552,B6,N203JB,1552,10721,BOS,"Boston, MA",10154,ACK,"Nantucket, MA",830,822,-8,18,840,907,16,922,923,1,0,,0,N,52,61,27,1,91,,,,,,,,,
2018-07-12,AA,AA,AA,2536,AA,N9619V,2536,13495,MSY,"New Orleans, LA",11298,DFW,"Dallas/Fort Worth, TX",1559,1933,214,13,1946,2111,26,1739,2137,238,0,,0,N,100,124,85,1,447,0,0,228,0,10,,,,
2018-08-19,WN,WN,WN,4007,WN,N464WN,4007,11292,DEN,"Denver, CO",13796,OAK,"Oakland, CA",1925,1918,-7,17,1935,2043,5,2105,2048,-17,0,,0,N,160,150,128,1,957,,,,,,,,,
2018-08-28,DL,DL,DL,2089,DL,N317NB,2089,14908,SNA,"Santa Ana, CA",13487,MSP,"Minneapolis, MN",1405,1440,35,13,1453,1956,5,1937,2001,24,0,,0,N,212,201,183,1,1522,1,0,0,0,23,,,,
2019-07-09,DL,DL_CODESHARE,DL,3913,OO,N864AS,3913,14869,SLC,"Salt Lake City, UT",13486,MSO,"Missoula, MT",1505,1505,0,10,1515,1635,4,1641,1639,-2,0,,0,N,96,94,80,1,436,,,,,,,,,
2019-03-21,UA,UA,UA,1990,UA,N15751,1990,13256,MFE,"Mission/McAllen/Edinburg, TX",12266,IAH,"Houston, TX",1726,1716,-10,10,1726,1819,5,1843,1824,-19,0,,0,N,77,68,53,1,316,,,,,,,,,
2018-01-07,AA,AA_CODESHARE,AA,3478,MQ,N902BC,3478,13930,ORD,"Chicago, IL",11067,CMI,"Champaign/Urbana, IL",845,845,0,7,852,918,2,941,920,-21,0,,0,N,56,35,26,1,135,,,,,,,,,
2018-11-05,AS,AS,AS,112,AS,N260AK,112,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",800,749,-11,18,807,1158,13,1228,1211,-17,0,,0,N,208,202,171,1,1448,,,,,,,,,
2019-10-06,AA,AA_CODESHARE,AA,5292,OH,N595NN,5292,14683,SAT,"San Antonio, TX",11057,CLT,"Charlotte, NC",959,950,-9,12,1002,1318,27,1357,1345,-12,0,,0,N,178,175,136,1,1095,,,,,,,,,
2019-04-06,AA,AA_CODESHARE,AA,5503,OH,N596NN,5503,13230,MDT,"Harrisburg, PA",11057,CLT,"Charlotte, NC",1722,1715,-7,10,1725,1832,5,1900,1837,-23,0,,0,N,98,82,67,1,413,,,,,,,,,
2019-06-27,WN,WN,WN,945,WN,N8639B,945,13204,MCO,"Orlando, FL",12339,IND,"Indianapolis, IN",1515,1513,-2,14,1527,1716,6,1735,1722,-13,0,,0,N,140,129,109,1,829,,,,,,,,,
2019-03-07,DL,DL_CODESHARE,DL,4295,OO,N8942A,4295,13487,MSP,"Minneapolis, MN",13076,LSE,"La Crosse, WI",1425,1420,-5,24,1444,1517,4,1523,1521,-2,0,,0,N,58,61,33,1,119,,,,,,,,,
2019-03-29,DL,DL_CODESHARE,DL,3580,OO,N260SY,3580,14869,SLC,"Salt Lake City, UT",14570,RNO,"Reno, NV",1555,1556,1,17,1613,1624,2,1635,1626,-9,0,,0,N,100,90,71,1,422,,,,,,,,,
2018-03-07,DL,DL_CODESHARE,DL,7438,OO,N685BR,7438,11525,EKO,"Elko, NV",14869,SLC,"Salt Lake City, UT",1426,1419,-7,19,1438,1616,4,1620,1620,0,0,,0,N,54,61,38,1,200,,,,,,,,,
2018-12-14,UA,UA_CODESHARE,UA,3492,YX,N648RW,3492,12266,IAH,"Houston, TX",11986,GRR,"Grand Rapids, MI",1420,1424,4,24,1448,1817,18,1800,1835,35,0,,0,N,160,191,149,1,1042,4,0,31,0,0,,,,
2018-07-10,WN,WN,WN,1474,WN,N8501V,1474,14679,SAN,"San Diego, CA",13204,MCO,"Orlando, FL",1105,1118,13,20,1138,1906,9,1900,1915,15,0,,0,N,295,297,268,1,2149,7,0,2,0,6,,,,
2019-10-02,AA,AA,AA,1760,AA,N820AW,1760,14107,PHX,"Phoenix, AZ",10423,AUS,"Austin, TX",1214,1204,-10,15,1219,1610,4,1630,1614,-16,0,,0,N,136,130,111,1,872,,,,,,,,,
2018-12-17,UA,UA_CODESHARE,UA,5802,OO,N152SY,5802,14771,SFO,"San Francisco, CA",15376,TUS,"Tucson, AZ",835,830,-5,32,902,1150,5,1152,1155,3,0,,0,N,137,145,108,1,751,,,,,,,,,
2018-11-03,NK,NK,NK,407,NK,N631NK,407,11298,DFW,"Dallas/Fort Worth, TX",11292,DEN,"Denver, CO",1300,1322,22,12,1334,1404,13,1408,1417,9,0,,0,N,128,115,90,1,641,,,,,,,,,
2019-10-27,AA,AA,AA,1621,AA,N973UY,1621,14100,PHL,"Philadelphia, PA",14679,SAN,"San Diego, CA",800,759,-1,16,815,1038,2,1038,1040,2,0,,0,N,338,341,323,1,2370,,,,,,,,,
2018-04-17,B6,B6,B6,601,B6,N974JB,601,12478,JFK,"New York, NY",11697,FLL,"Fort Lauderdale, FL",600,555,-5,15,610,830,6,903,836,-27,0,,0,N,183,161,140,1,1069,,,,,,,,,
2018-12-22,AA,AA_CODESHARE,AA,5176,OH,N262PS,5176,14098,PHF,"Newport News/Williamsburg, VA",11057,CLT,"Charlotte, NC",1547,1534,-13,18,1552,1657,8,1721,1705,-16,0,,0,N,94,91,65,1,282,,,,,,,,,
2018-12-23,B6,B6,B6,812,B6,N588JB,812,14635,RSW,"Fort Myers, FL",11618,EWR,"Newark, NJ",1103,1117,14,8,1125,1332,9,1359,1341,-18,0,,0,N,176,144,127,1,1068,,,,,,,,,
2019-02-10,DL,DL,DL,1304,DL,N324NB,1304,14869,SLC,"Salt Lake City, UT",14107,PHX,"Phoenix, AZ",1515,1540,25,12,1552,1712,7,1652,1719,27,0,,0,N,97,99,80,1,507,12,0,2,0,13,,,,
2018-12-24,UA,UA,UA,1782,UA,N53441,1782,10713,BOI,"Boise, ID",11292,DEN,"Denver, CO",643,639,-4,20,659,822,9,841,831,-10,0,,0,N,118,112,83,1,649,,,,,,,,,
2018-08-06,WN,WN,WN,2199,WN,N914WN,2199,14492,RDU,"Raleigh/Durham, NC",15304,TPA,"Tampa, FL",535,530,-5,10,540,703,4,715,707,-8,0,,0,N,100,97,83,1,587,,,,,,,,,
2019-10-19,B6,B6,B6,2324,B6,N229JB,2324,13204,MCO,"Orlando, FL",11278,DCA,"Washington, DC",700,650,-10,13,703,841,3,905,844,-21,0,,0,N,125,114,98,1,759,,,,,,,,,
2018-12-13,WN,WN,WN,2284,WN,N7727A,2284,14893,SMF,"Sacramento, CA",11292,DEN,"Denver, CO",610,643,33,7,650,952,12,930,1004,34,0,,0,N,140,141,122,1,909,33,0,1,0,0,610.0,12,12,
2019-03-23,DL,DL,DL,7,DL,N354NB,7,14869,SLC,"Salt Lake City, UT",12892,LAX,"Los Angeles, CA",830,829,-1,13,842,912,7,940,919,-21,0,,0,N,130,110,90,1,590,,,,,,,,,
2018-08-24,WN,WN,WN,1677,WN,N448WN,1677,10140,ABQ,"Albuquerque, NM",11259,DAL,"Dallas, TX",600,558,-2,9,607,829,2,840,831,-9,0,,0,N,100,93,82,1,580,,,,,,,,,
2019-08-22,WN,WN,WN,1536,WN,N554WN,1536,14679,SAN,"San Diego, CA",14107,PHX,"Phoenix, AZ",1700,1712,12,10,1722,1814,6,1815,1820,5,0,,0,N,75,68,52,1,304,,,,,,,,,
2019-05-07,AS,AS,AS,914,AS,N253AK,914,14747,SEA,"Seattle, WA",14679,SAN,"San Diego, CA",1200,1150,-10,27,1217,1430,2,1445,1432,-13,0,,0,N,165,162,133,1,1050,,,,,,,,,
2018-04-09,WN,WN,WN,1705,WN,N700GS,1705,11066,CMH,"Columbus, OH",15016,STL,"St. Louis, MO",935,932,-3,25,957,1016,3,1000,1019,19,0,,0,N,85,107,79,1,409,0,0,19,0,0,,,,
2019-01-30,AA,AA_CODESHARE,AA,5833,YV,N902FJ,5833,14107,PHX,"Phoenix, AZ",13158,MAF,"Midland/Odessa, TX",1940,1931,-9,12,1943,2157,10,2220,2207,-13,0,,0,N,100,96,74,1,581,,,,,,,,,
2018-12-26,DL,DL,DL,2120,DL,N899AT,2120,13232,MDW,"Chicago, IL",10397,ATL,"Atlanta, GA",1040,1031,-9,15,1046,1309,5,1327,1314,-13,0,,0,N,107,103,83,1,591,,,,,,,,,
2019-03-26,UA,UA_CODESHARE,UA,3803,ZW,N409AW,3803,10469,AZO,"Kalamazoo, MI",13930,ORD,"Chicago, IL",1825,1816,-9,9,1825,1800,39,1835,1839,4,0,,0,N,70,83,35,1,122,,,,,,,,,
2019-01-29,AA,AA_CODESHARE,AA,4215,MQ,N825AE,4215,11298,DFW,"Dallas/Fort Worth, TX",11778,FSM,"Fort Smith, AR",900,849,-11,21,910,947,4,1007,951,-16,0,,0,N,67,62,37,1,227,,,,,,,,,
2018-10-06,WN,WN,WN,3812,WN,N8682B,3812,13931,ORF,"Norfolk, VA",13232,MDW,"Chicago, IL",600,558,-2,10,608,704,5,710,709,-1,0,,0,N,130,131,116,1,704,,,,,,,,,
2018-08-07,AA,AA_CODESHARE,AA,6074,CP,N202NN,6074,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",1440,1602,82,34,1636,1735,11,1621,1746,85,0,,0,N,101,104,59,1,337,8,0,3,0,74,,,,
2019-10-23,WN,WN,WN,1664,WN,N8533S,1664,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",1955,2000,5,23,2023,2157,6,2155,2203,8,0,,0,N,300,303,274,1,1947,,,,,,,,,
2018-06-16,AA,AA_CODESHARE,AA,4056,MQ,N939AE,4056,11298,DFW,"Dallas/Fort Worth, TX",12191,HOU,"Houston, TX",1625,1644,19,32,1716,1803,6,1737,1809,32,0,,0,N,72,85,47,1,247,0,7,13,0,12,,,,
2018-11-24,DL,DL,DL,1386,DL,N855DN,1386,13485,MSN,"Madison, WI",13487,MSP,"Minneapolis, MN",625,621,-4,17,638,720,3,739,723,-16,0,,0,N,74,62,42,1,228,,,,,,,,,
2019-10-04,UA,UA,UA,709,UA,N37267,709,14122,PIT,"Pittsburgh, PA",11292,DEN,"Denver, CO",1643,1636,-7,10,1646,1801,8,1806,1809,3,0,,0,N,203,213,195,1,1290,,,,,,,,,
2019-09-18,AA,AA,AA,2003,AA,N733UW,2003,14122,PIT,"Pittsburgh, PA",11057,CLT,"Charlotte, NC",1858,1938,40,8,1946,2051,9,2041,2100,19,0,,0,N,103,82,65,1,366,0,0,0,0,19,,,,
2019-03-18,WN,WN,WN,2151,WN,N568WN,2151,14831,SJC,"San Jose, CA",12892,LAX,"Los Angeles, CA",1820,1811,-9,16,1827,1917,8,1945,1925,-20,0,,0,N,85,74,50,1,308,,,,,,,,,
2018-08-10,UA,UA_CODESHARE,UA,4737,AX,N11155,4737,13930,ORD,"Chicago, IL",15919,XNA,"Fayetteville, AR",1930,2142,132,23,2205,2331,7,2125,2338,133,0,,0,N,115,116,86,1,522,132,0,1,0,0,,,,
2019-03-19,DL,DL_CODESHARE,DL,7419,OO,N919EV,7419,13487,MSP,"Minneapolis, MN",10141,ABR,"Aberdeen, SD",2230,2225,-5,30,2255,2341,5,2338,2346,8,0,,0,N,68,81,46,1,257,,,,,,,,,
2018-04-05,AA,AA,AA,1538,AA,N800NN,1538,12892,LAX,"Los Angeles, CA",13303,MIA,"Miami, FL",2305,2303,-2,33,2336,656,24,708,720,12,0,,0,N,303,317,260,1,2342,,,,,,,,,
2018-09-21,AA,AA,AA,1423,AA,N339PL,1423,13303,MIA,"Miami, FL",11057,CLT,"Charlotte, NC",1335,1334,-1,18,1352,1535,8,1546,1543,-3,0,,0,N,131,129,103,1,650,,,,,,,,,
2018-09-07,UA,UA_CODESHARE,UA,4942,C5,N14143,4942,12264,IAD,"Washington, DC",11986,GRR,"Grand Rapids, MI",1720,2128,248,27,2155,2313,15,1909,2328,259,0,,0,N,109,120,78,1,501,0,248,11,0,0,,,,
2019-05-17,AA,AA,AA,2037,AA,N701UW,2037,11057,CLT,"Charlotte, NC",13198,MCI,"Kansas City, MO",819,816,-3,20,836,935,8,946,943,-3,0,,0,N,147,147,119,1,808,,,,,,,,,
2018-10-20,AA,AA_CODESHARE,AA,3118,OO,N699BR,3118,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",1003,954,-9,10,1004,1031,11,1104,1042,-22,0,,0,N,61,48,27,1,67,,,,,,,,,
2018-01-18,AA,AA_CODESHARE,AA,3407,MQ,N532EA,3407,13930,ORD,"Chicago, IL",11423,DSM,"Des Moines, IA",2035,2033,-2,23,2056,2143,5,2150,2148,-2,0,,0,N,75,75,47,1,299,,,,,,,,,
2018-12-10,UA,UA_CODESHARE,UA,3605,YX,N723YX,3605,12266,IAH,"Houston, TX",11298,DFW,"Dallas/Fort Worth, TX",2135,2131,-4,13,2144,2233,4,2249,2237,-12,0,,0,N,74,66,49,1,224,,,,,,,,,
2018-08-04,UA,UA,UA,481,UA,N457UA,481,12889,LAS,"Las Vegas, NV",11292,DEN,"Denver, CO",852,846,-6,28,914,1134,8,1140,1142,2,0,,0,N,108,116,80,1,628,,,,,,,,,
2019-03-29,WN,WN,WN,2351,WN,N7846A,2351,10423,AUS,"Austin, TX",10693,BNA,"Nashville, TN",1920,1921,1,14,1935,2113,7,2120,2120,0,0,,0,N,120,119,98,1,756,,,,,,,,,
2019-11-30,WN,WN,WN,2162,WN,N8601C,2162,14831,SJC,"San Jose, CA",10800,BUR,"Burbank, CA",1655,1740,45,15,1755,1843,3,1755,1846,51,0,,0,N,60,66,48,1,296,0,0,6,0,45,,,,
2019-04-04,AS,AS,AS,643,AS,N305AS,643,11292,DEN,"Denver, CO",14747,SEA,"Seattle, WA",1640,1642,2,15,1657,1825,6,1845,1831,-14,0,,0,N,185,169,148,1,1024,,,,,,,,,
2018-12-14,G4,G4,G4,1759,G4,231NV,1759,13931,ORF,"Norfolk, VA",11697,FLL,"Fort Lauderdale, FL",1515,1527,12,10,1537,1732,7,1726,1739,13,0,,0,N,131,132,115,1,781,,,,,,,,,
2019-02-13,DL,DL,DL,964,DL,N937AT,964,14869,SLC,"Salt Lake City, UT",14771,SFO,"San Francisco, CA",1715,1724,9,13,1737,1820,3,1830,1823,-7,0,,0,N,135,119,103,1,599,,,,,,,,,
2018-03-04,AA,AA_CODESHARE,AA,5323,OH,N514AE,5323,12339,IND,"Indianapolis, IN",11278,DCA,"Washington, DC",1700,1718,18,11,1729,1843,3,1840,1846,6,0,,0,N,100,88,74,1,500,,,,,,,,,
2019-06-13,DL,DL,DL,1661,DL,N910DN,1661,10397,ATL,"Atlanta, GA",14100,PHL,"Philadelphia, PA",1510,1505,-5,23,1528,1652,10,1720,1702,-18,0,,0,N,130,117,84,1,666,,,,,,,,,
2019-05-09,AA,AA,AA,672,AA,N659AW,672,11057,CLT,"Charlotte, NC",10994,CHS,"Charleston, SC",1420,1419,-1,9,1428,1459,4,1516,1503,-13,0,,0,N,56,44,31,1,168,,,,,,,,,
2018-04-13,UA,UA_CODESHARE,UA,4627,AX,N21129,4627,11109,COS,"Colorado Springs, CO",11292,DEN,"Denver, CO",1111,1111,0,45,1156,1213,5,1159,1218,19,0,,0,N,48,67,17,1,73,0,0,19,0,0,,,,
2018-09-08,UA,UA,UA,2137,UA,N61887,2137,14679,SAN,"San Diego, CA",13930,ORD,"Chicago, IL",812,804,-8,44,848,1416,12,1420,1428,8,0,,0,N,248,264,208,1,1723,,,,,,,,,
2018-05-09,UA,UA_CODESHARE,UA,5401,OO,N699BR,5401,11413,DRO,"Durango, CO",11292,DEN,"Denver, CO",1755,1748,-7,16,1804,1844,30,1918,1914,-4,0,,0,N,83,86,40,1,250,,,,,,,,,
2019-03-22,UA,UA,UA,2143,UA,N18220,2143,11042,CLE,"Cleveland, OH",11618,EWR,"Newark, NJ",603,608,5,10,618,731,5,740,736,-4,0,,0,N,97,88,73,1,404,,,,,,,,,
2019-08-10,NK,NK,NK,824,NK,N611NK,824,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",1406,1420,14,13,1433,1555,5,1557,1600,3,0,,0,N,111,100,82,1,577,,,,,,,,,
2019-09-09,DL,DL,DL,2739,DL,N362NW,2739,14869,SLC,"Salt Lake City, UT",10423,AUS,"Austin, TX",2035,2027,-8,30,2057,14,8,26,22,-4,0,,0,N,171,175,137,1,1086,,,,,,,,,
2019-10-24,AA,AA_CODESHARE,AA,2951,OO,N748EV,2951,13930,ORD,"Chicago, IL",11977,GRB,"Green Bay, WI",820,813,-7,24,837,908,3,928,911,-17,0,,0,N,68,58,31,1,174,,,,,,,,,
2018-07-11,UA,UA,UA,2366,UA,N64844,2366,14771,SFO,"San Francisco, CA",12889,LAS,"Las Vegas, NV",2110,2101,-9,24,2125,2235,9,2247,2244,-3,0,,0,N,97,103,70,1,414,,,,,,,,,
2018-02-25,AA,AA,AA,1442,AA,N973NN,1442,15016,STL,"St. Louis, MO",11298,DFW,"Dallas/Fort Worth, TX",730,727,-3,30,757,928,8,935,936,1,0,,0,N,125,129,91,1,550,,,,,,,,,
2018-09-18,B6,B6,B6,845,B6,N298JB,845,10721,BOS,"Boston, MA",15096,SYR,"Syracuse, NY",2218,2217,-1,24,2241,2328,4,2326,2332,6,0,,0,N,68,75,47,1,265,,,,,,,,,
2019-07-15,UA,UA_CODESHARE,UA,6379,YV,N88346,6379,10397,ATL,"Atlanta, GA",12266,IAH,"Houston, TX",925,1033,68,17,1050,1146,7,1033,1153,80,0,,0,N,128,140,116,1,689,80,0,0,0,0,,,,
2018-05-19,WN,WN,WN,2615,WN,N7828A,2615,12451,JAX,"Jacksonville, FL",12191,HOU,"Houston, TX",1100,1118,18,15,1133,1221,4,1225,1225,0,0,,0,N,145,127,108,1,816,,,,,,,,,
2018-02-23,DL,DL,DL,1609,DL,N952DN,1609,11292,DEN,"Denver, CO",13487,MSP,"Minneapolis, MN",1630,1653,23,12,1705,1928,3,1931,1931,0,0,,0,N,121,98,83,1,680,,,,,,,,,
2019-08-08,DL,DL_CODESHARE,DL,4211,OO,N813SK,4211,14113,PIH,"Pocatello, ID",14869,SLC,"Salt Lake City, UT",650,649,-1,5,654,722,8,750,730,-20,0,,0,N,60,41,28,1,150,,,,,,,,,
2018-11-27,UA,UA_CODESHARE,UA,5883,OO,N794SK,5883,12217,HSV,"Huntsville, AL",12266,IAH,"Houston, TX",1845,1846,1,14,1900,2037,7,2042,2044,2,0,,0,N,117,118,97,1,595,,,,,,,,,
2019-10-08,AA,AA_CODESHARE,AA,4402,YX,N415YX,4402,14321,PWM,"Portland, ME",14100,PHL,"Philadelphia, PA",1817,1813,-4,11,1824,1941,10,1959,1951,-8,0,,0,N,102,98,77,1,364,,,,,,,,,
2018-10-02,UA,UA,UA,535,UA,N546UA,535,14771,SFO,"San Francisco, CA",11618,EWR,"Newark, NJ",1135,1132,-3,33,1205,2015,13,2007,2028,21,0,,0,N,332,356,310,1,2565,0,0,21,0,0,,,,
2019-01-04,AA,AA_CODESHARE,AA,3707,MQ,N671AE,3707,11193,CVG,"Cincinnati, OH",13930,ORD,"Chicago, IL",1123,1120,-3,18,1138,1124,9,1150,1133,-17,0,,0,N,87,73,46,1,264,,,,,,,,,
2018-06-21,AA,AA_CODESHARE,AA,5595,OH,N725PS,5595,11057,CLT,"Charlotte, NC",13296,MHT,"Manchester, NH",1425,1735,190,11,1746,1932,6,1626,1938,192,0,,0,N,121,123,106,1,737,189,0,2,0,1,,,,
2018-01-16,UA,UA,UA,370,UA,N854UA,370,14679,SAN,"San Diego, CA",14771,SFO,"San Francisco, CA",1525,1517,-8,12,1529,1646,6,1703,1652,-11,0,,0,N,98,95,77,1,447,,,,,,,,,
2019-05-29,WN,WN,WN,1869,WN,N7703A,1869,12191,HOU,"Houston, TX",14908,SNA,"Santa Ana, CA",820,819,-1,11,830,948,4,1000,952,-8,0,,0,N,220,213,198,1,1357,,,,,,,,,
2019-07-30,DL,DL,DL,2235,DL,N368NB,2235,14869,SLC,"Salt Lake City, UT",13930,ORD,"Chicago, IL",824,859,35,15,914,1241,18,1237,1259,22,0,,0,N,193,180,147,1,1250,18,0,0,0,4,,,,
2019-04-11,AA,AA_CODESHARE,AA,5636,OH,N551NN,5636,11057,CLT,"Charlotte, NC",10208,AGS,"Augusta, GA",1840,1835,-5,22,1857,1929,4,1942,1933,-9,0,,0,N,62,58,32,1,140,,,,,,,,,
2019-06-11,DL,DL_CODESHARE,DL,3691,OO,N779CA,3691,14457,RAP,"Rapid City, SD",13487,MSP,"Minneapolis, MN",1700,1658,-2,11,1709,1923,6,1944,1929,-15,0,,0,N,104,91,74,1,489,,,,,,,,,
